"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18220152","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","533","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL AND WEST WALL  IN THE  1st ROOM  FROM EAST AT NORTH LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18220153","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","533","1","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AND WEST WALL  IN THE  BATHROOM  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","583","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18220154","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","533","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND WEST WALL  IN THE  BATHROOM  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18223815","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236","7E","7","8174","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL  IN THE  2nd ROOM  FROM NORTH LOCATED AT APT 7E, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/12/2025","09/15/2025","508","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18223816","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236","7E","7","8174","1","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10 SQ FT AT SOUTH WALL  IN THE  3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 7E, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/12/2025","09/15/2025","550","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18223817","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236","7E","7","8174","1","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE SOUTH WALL  IN THE  3rd ROOM  FROM NORTH AT WEST LOCATED AT APT 7E, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","A","09/12/2025","09/15/2025","556","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18223818","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236","7E","7","8174","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL  IN THE  PRIVATE HALLWAY  LOCATED AT APT 7E, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/12/2025","09/15/2025","508","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18223819","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236","7E","7","8174","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE  BATHROOM  LOCATED AT APT 7E, 7th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/12/2025","09/15/2025","508","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18223820","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236",,"7","8174","1","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE  LATCH AT COMPACTOR HOPPER DOOR  AT PUBLIC HALL, 7th STORY","C","09/12/2025","09/15/2025","530","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18223821","286990","3","BROOKLYN","621","615","621","EAST 105 STREET","11236","BREUKELEN","56","64","3","BROOKLYN","105-12","FARRAGUT ROAD","11236",,"-999","8174","1","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE  LATCH, AT BUILDING FRONT ENTRANCE","C","09/12/2025","09/15/2025","530","N","40.650186","-73.897621","318","42","3321415","3081740001","982","BK1803"
"18311101","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE  4th ROOM  FROM NORTH LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","A","10/20/2025","10/20/2025","502","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18311106","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE  KITCHEN  LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","A","10/20/2025","10/20/2025","508","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18217478","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231","2A","2","557","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL  IN THE  1st ROOM  FROM EAST AT SOUTH LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/10/2025","09/15/2025","508","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18217479","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231","2A","2","557","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL AND NORTH WALL  IN THE  1st ROOM  FROM EAST AT NORTH LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/10/2025","09/15/2025","508","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18311108","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","C","10/20/2025","10/20/2025","569","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18311109","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT EAST WALL  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","B","10/20/2025","10/20/2025","583","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18311110","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","B","10/20/2025","10/20/2025","508","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18257241","808116","3","BROOKLYN","300","300","300","DUMONT AVENUE","11212","TILDEN","96","1","3","BROOKLYN","300","DUMONT AVENUE","11212","13F","13","03576","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL   IN THE  FOYER  LOCATED AT APT 13F, 13th STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","09/27/2025","09/28/2025","508","N","40.664237","-73.908341","316","41","3326542","3035760001","912","BK1602"
"18311111","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","A","10/20/2025","10/20/2025","502","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18217480","809272","3","BROOKLYN","147","147","153","RICHARDS STREET","11231","RED HOOK WEST","79","92","3","BROOKLYN","149","RICHARDS STREET","11231",,"-999","557","1","§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE  HINGES, AT BUILDING FRONT ENTRANCE","C","09/10/2025","09/15/2025","530","N","40.676742","-74.010891","306","38","3323703","3005570001","85","BK0601"
"18220066","217152","3","BROOKLYN","483","483","509","CARLTON AVENUE","11238","ATLANTIC TERMINAL SITE 4B","256","6","3","BROOKLYN","487","CARLTON AVENUE","11238","11A","11","2007","1","§ 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE RADIATOR COVER AT EAST WALL  IN THE  KITCHEN  LOCATED AT APT 11A, 11th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","509","N","40.683189","-73.970853","302","35","3057520","3020070001","179","BK0203"
"18220067","217152","3","BROOKLYN","483","483","509","CARLTON AVENUE","11238","ATLANTIC TERMINAL SITE 4B","256","6","3","BROOKLYN","487","CARLTON AVENUE","11238",,"11","2007","1","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT NORTH WALL  AT PUBLIC HALL, 11th STORY","B","09/11/2025","09/15/2025","502","N","40.683189","-73.970853","302","35","3057520","3020070001","179","BK0203"
"18220068","217152","3","BROOKLYN","483","483","509","CARLTON AVENUE","11238","ATLANTIC TERMINAL SITE 4B","256","6","3","BROOKLYN","487","CARLTON AVENUE","11238",,"11","2007","1","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE NORTH WALL  AT PUBLIC HALL, 11th STORY","A","09/11/2025","09/15/2025","556","N","40.683189","-73.970853","302","35","3057520","3020070001","179","BK0203"
"18220149","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","533","1","§ 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING WOOD BASE CABINET AT WEST WALL  IN THE  KITCHEN  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","506","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18220150","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","533","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL AND SOUTH WALL  IN THE  KITCHEN  LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18220151","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","84","3","BROOKLYN","11","LORRAINE STREET","11231","1D","1","533","1","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL  IN THE  3rd ROOM  FROM EAST LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/11/2025","09/15/2025","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"18311112","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED WIRES ELECTRICAL OUTLET AT EAST WALL  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","B","10/20/2025","10/20/2025","689","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18311113","806627","2","BRONX","1605","1605","1615","EAST 174 STREET","10472","BRONX RIVER","32","5","2","BRONX","1609","EAST 174 STREET","10472","14B","14","03886","0002","§ 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILINGS, WALLS, DOORS, AND TRIM  IN THE  ENTIRE APARTMENT  LOCATED AT APT 14B, 14th STORY, 5th APARTMENT FROM WEST AT NORTH","A","10/20/2025","10/20/2025","556","N","40.833901","-73.876512","209","17","2092908","2038860002","62","BX0901"
"18311210","804658","1","MANHATTAN","218","218","220","EAST 115 STREET","10029","JEFFERSON","64","28","1","MANHATTAN","218","EAST 115 STREET","10029","3A","3","01662","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN10 SQ FT AT THE CEILING AND NORTH WALL OF THE CLOSET AT NORTH WALL  IN THE  FOYER  LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","A","10/20/2025","10/20/2025","550","N","40.796972","-73.939869","111","8","1080706","1016620001","180","MN1102"
"18227728","805285","1","MANHATTAN","2370","2370","2370","2 AVENUE","10035","WAGNER","74","16","1","MANHATTAN","2370","2ND AVENUE","10035","7D","7","01797","0001","§  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION METAL PIPES AT RISER  IN THE  BATHROOM  LOCATED AT APT 7D, 7th STORY, 2nd APARTMENT FROM NORTH AT EAST","A","09/15/2025","09/22/2025","554","Y","40.800359","-73.935217","111","8","1081276","1017970001","194","MN1102"
"18235893","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT 1ST CLOSET FROM EAST AT FLOOR  IN THE  1st PRIVATE HALLWAY  FROM EAST LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/18/2025","502","Y","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18253760","805285","1","MANHATTAN","2370","2370","2370","2 AVENUE","10035","WAGNER","74","16","1","MANHATTAN","2370","2ND AVENUE","10035","7D","7","01797","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOCKING DEVICE  AT DOOR  IN THE  ENTRANCE  LOCATED AT APT 7D, 7th STORY, 2nd APARTMENT FROM NORTH AT EAST","C","09/15/2025","09/24/2025","501","Y","40.800359","-73.935217","111","8","1081276","1017970001","194","MN1102"
"18253771","805285","1","MANHATTAN","2370","2370","2370","2 AVENUE","10035","WAGNER","74","16","1","MANHATTAN","2370","2ND AVENUE","10035","7D","7","01797","0001","§  27-2005 ADM CODE  PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION METAL RISERS  IN THE  KITCHEN  LOCATED AT APT 7D, 7th STORY, 2nd APARTMENT FROM NORTH AT EAST","A","09/15/2025","09/24/2025","554","Y","40.800359","-73.935217","111","8","1081276","1017970001","194","MN1102"
"18259182","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2005 ADM CODE  PROVIDE 2 ESCUTCHEON PLATES AT TOP AND BOTTOM OF RISER  IN THE  1st ROOM  FROM EAST LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/25/2025","504","Y","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18259184","806350","2","BRONX","1815","1815","1815","BRUCKNER BOULEVARD","10472","SOTOMAYOR HOUSES","67","27","2","BRONX","1815","BRUCKNER BOULEVARD","10472","5D","5","03730","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 30 SQUARE FEET AT NORTH WALL  IN THE  2nd PRIVATE HALLWAY  FROM EAST AT CENTER LOCATED AT APT 5D, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ""SOUTH""","B","09/18/2025","09/25/2025","550","Y","40.825724","-73.864015","209","18","2092808","2037300001","44","BX0901"
"18261251","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING LIGHT FIXTURE AT NORTH WALL   IN THE  BATHROOM  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/29/2025","09/30/2025","506","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18261252","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","566 (B) 27-2021.4 HMC: ABATE THE NUISANCE CONSISTING OF PESTS. EVIDENCE OF  MAGGOTS  IN THE  ENTIRE APARTMENT  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/29/2025","09/30/2025","566","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18261253","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE  SOUTH WEST AND NORTH WALLS AND CEILING  IN THE  BATHROOM  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/29/2025","09/30/2025","508","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18261254","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE ESCUTCHEON PLATE AT FLOOR AND CEILING AT STEAM RISER AT NORTH WALL  IN THE  KITCHEN  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH","B","09/29/2025","09/30/2025","509","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18261333","804999","1","MANHATTAN","1760","1760","1760","LEXINGTON AVENUE","10029","CLINTON","123","2","1","MANHATTAN","1760","LEXINGTON AVENUE","10029","14D","14","01637","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND ALL WALLS   IN THE  PRIVATE HALLWAY  LOCATED AT APT 14D, 14th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/29/2025","10/06/2025","508","N","40.794548","-73.944609","111","8","1078930","1016370001","172","MN1101"
"18261334","804999","1","MANHATTAN","1760","1760","1760","LEXINGTON AVENUE","10029","CLINTON","123","2","1","MANHATTAN","1760","LEXINGTON AVENUE","10029","14D","14","01637","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES   IN THE  PRIVATE HALLWAY  LOCATED AT APT 14D, 14th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/29/2025","10/06/2025","502","N","40.794548","-73.944609","111","8","1078930","1016370001","172","MN1101"
"18261335","804999","1","MANHATTAN","1760","1760","1760","LEXINGTON AVENUE","10029","CLINTON","123","2","1","MANHATTAN","1760","LEXINGTON AVENUE","10029","14D","14","01637","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING  IN THE  BATHROOM  LOCATED AT APT 14D, 14th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/29/2025","10/06/2025","583","N","40.794548","-73.944609","111","8","1078930","1016370001","172","MN1101"
"18261336","804999","1","MANHATTAN","1760","1760","1760","LEXINGTON AVENUE","10029","CLINTON","123","2","1","MANHATTAN","1760","LEXINGTON AVENUE","10029","14D","14","01637","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND ALL WALLS   IN THE  BATHROOM  LOCATED AT APT 14D, 14th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/29/2025","10/06/2025","508","N","40.794548","-73.944609","111","8","1078930","1016370001","172","MN1101"
"18261337","804999","1","MANHATTAN","1760","1760","1760","LEXINGTON AVENUE","10029","CLINTON","123","2","1","MANHATTAN","1760","LEXINGTON AVENUE","10029","14D","14","01637","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING AND ALL WALLS   IN THE  KITCHEN  LOCATED AT APT 14D, 14th STORY, 1st APARTMENT FROM NORTH AT EAST","B","09/29/2025","10/06/2025","508","N","40.794548","-73.944609","111","8","1078930","1016370001","172","MN1101"
"18311211","804658","1","MANHATTAN","218","218","220","EAST 115 STREET","10029","JEFFERSON","64","28","1","MANHATTAN","218","EAST 115 STREET","10029","3A","3","01662","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE EAST AND SOUTH WALLS  IN THE  1st ROOM  FROM NORTH AT EAST LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","10/20/2025","10/20/2025","508","N","40.796972","-73.939869","111","8","1080706","1016620001","180","MN1102"
"18353268","122201","2","BRONX","1248","1248","1258","WESTCHESTER AVENUE","10459","LONGFELLOW AVENUE REHAB","362","90","2","BRONX","1102","LONGFELLOW AVENUE","10459","1B","-1","02757","0080","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE  3rd ROOM  FROM EAST LOCATED AT APT 1B, 1st APARTMENT FROM SOUTH AT WEST","B","11/07/2025","11/15/2025","508","N","40.826851","-73.887665","202","17","2006290","2027570080","12102","BX0202"
"18348260","27654","1","MANHATTAN","286","286","286","SOUTH STREET","10002","TWO BRIDGES URA (SITE 7)","266","11","1","MANHATTAN","286","SOUTH STREET","10002","12F","12","00245","0001","§ 27-2005, 2012 HMC & § 309 MDL: ABATE THE NUISANCE CONSISTING OF EXCESSIVE STORAGE OF MATERIAL IN THE  ENTIRE APARTMENT  LOCATED AT APT 12F, 12th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","11/05/2025","11/07/2025","549","N","40.710486","-73.986524","103","1","1003142","1002450001","201","MN0301"
"18316282","804657","1","MANHATTAN","210","210","210","EAST 115 STREET","10029","JEFFERSON","64","25","1","MANHATTAN","2095","3 AVENUE","10029","4C","4","01662","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ENTRANCE DOOR  IN THE  BATHROOM  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","10/22/2025","10/28/2025","501","N","40.797132","-73.940237","111","8","1080705","1016620001","180","MN1102"
"18261341","804999","1","MANHATTAN","1760","1760","1760","LEXINGTON AVENUE","10029","CLINTON","123","2","1","MANHATTAN","1760","LEXINGTON AVENUE","10029","14D","14","01637","0001","§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0, WG TO REPLACE = 0, WG TO REPAIR = 7  IN THE  ENTIRE APARTMENT  LOCATED AT APT 14D, 14th STORY, 1st APARTMENT FROM NORTH AT EAST","C","09/29/2025","10/06/2025","790","N","40.794548","-73.944609","111","8","1078930","1016370001","172","MN1101"
