"Violation ID","Primary Building Identifier","Primary Boro Identifier","Primary Borough Name","Primary House Number","Primary Low House Number","Primary High House Number","Primary Street Name","Primary Postcode","Development Name","TDS Number","Stairhall Number","NYCHA Address Section BoroID","NYCHA Address Section Borough","NYCHA Address Section House Number","NYCHA Address Section Street Name","NYCHA Address Section PostCode","Apartment","Story","Block","Lot","Violation Description","Class","Inspection Date","Approved Date","Order Number","Issued in Error","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"18993762","804968","1","MANHATTAN","65","65","75","LASALLE STREET","10027","GRANT","87","4","1","MANHATTAN","75","LA SALLE STREET","10027","6B","6","01980","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 6B, 6th STORY, 5th APARTMENT FROM NORTH AT EAST","C","06/10/2026","06/10/2026","568","N","40.813207","-73.95826","109","7","1084119","1019800001","211","MN0901"
"18998704","820568","1","MANHATTAN","95","95","105","BARUCH DRIVE","10002","BARUCH","60","19","1","MANHATTAN","105","BARUCH DRIVE","10002","11E","11","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH AND NORTH WALLS AND CEILING   IN THE  KITCHEN  LOCATED AT APT 11E, 11th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","06/11/2026","06/11/2026","508","N","40.7185","-73.977551","103","2","1078035","1003230001","1002","MN0302"
"18980128","804635","1","MANHATTAN","440","440","440","EAST 105 STREET","10029","EAST RIVER","9","9","1","MANHATTAN","440","EAST 105 STREET","10029","1B","1","01696","0001","§ 27-2005 HMC: REFIT… CLOSET SLIDNG DOORS AT SOUTH  IN THE  3rd ROOM  FROM EAST AT NORTH LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","06/04/2026","06/04/2026","529","N","40.78829","-73.93901","111","8","1083949","1016960001","162","MN1101"
"18980132","804635","1","MANHATTAN","440","440","440","EAST 105 STREET","10029","EAST RIVER","9","9","1","MANHATTAN","440","EAST 105 STREET","10029","1B","1","01696","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT ALL WALLS  IN THE  BATHROOM  LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST","B","06/04/2026","06/04/2026","508","N","40.78829","-73.93901","111","8","1083949","1016960001","162","MN1101"
"19054186","115247","2","BRONX","680","680","690","TINTON AVENUE","10455","ADAMS","118","6","2","BRONX","680","TINTON AVENUE","10455","13F","13","02665","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT SOUTH WALL  IN THE  KITCHEN  LOCATED AT APT 13F, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ""west""","B","07/06/2026","07/06/2026","583","N","40.816181","-73.90514","201","8","2091987","2026650001","79","BX0102"
"19027235","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","83","3","BROOKLYN","17","LORRAINE STREET","11231","6D","6","00533","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE WINDOW COUNTER BALANCE LOWER SASH AT NORTH WALL   IN THE  KITCHEN  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","06/24/2026","06/24/2026","501","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"19027236","808768","3","BROOKLYN","1","1","17","LORRAINE STREET","11231","RED HOOK WEST","79","83","3","BROOKLYN","17","LORRAINE STREET","11231","6D","6","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL   IN THE  KITCHEN  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST","B","06/24/2026","06/24/2026","508","N","40.675118","-74.009568","306","38","3326207","3005330001","85","BK0601"
"19058021","808879","3","BROOKLYN","8","8","24","MONUMENT WALK","11205","INGERSOLL","14","53","3","BROOKLYN","8","MONUMENT WALK","11205","4A","4","02034","0001","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE RUBBER FLOOR MOLDING AT EAST WALL  IN THE  FOYER  LOCATED AT APT 4A, 4th STORY, 2nd APARTMENT FROM WEST AT NORTH","B","07/08/2026","07/11/2026","502","N","40.696051","-73.979545","302","35","3335231","3020340001","2901","BK0203"
"19012451","942630","1","MANHATTAN","405","405","437","EAST 92 STREET","10128","HOLMES TOWERS","159","5","1","MANHATTAN","405","EAST 92ND STREET","10128",,"1","01573","0020","§ 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING BROKEN GLASS AT BUILDING ENTRANCE DOOR  , 1st STORY","B","06/17/2026","06/17/2026","506","N","40.780625","-73.946405","108","8","1085246","1015730020","152","MN0803"
"19012452","942630","1","MANHATTAN","405","405","437","EAST 92 STREET","10128","HOLMES TOWERS","159","5","1","MANHATTAN","405","EAST 92ND STREET","10128","11C","11","01573","0020","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE UPPER WINDOW COUNTER BALANCE STUCK  IN THE  KITCHEN  LOCATED AT APT 11C, 11th STORY, 5th APARTMENT FROM WEST AT NORTH","B","06/17/2026","06/17/2026","501","N","40.780625","-73.946405","108","8","1085246","1015730020","152","MN0803"
"19012495","955118","1","MANHATTAN","50","50","50","EAST 106 STREET","10029","CARVER","58","13","1","MANHATTAN","50","EAST 106 STREET","10029","11E","11","01610","0023","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES  IN THE  PRIVATE HALLWAY  LOCATED AT APT 11E, 11th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","06/17/2026","06/17/2026","502","N","40.793419","-73.949089","111","8","1078840","1016100023","168","MN1101"
"19012498","955118","1","MANHATTAN","50","50","50","EAST 106 STREET","10029","CARVER","58","13","1","MANHATTAN","50","EAST 106 STREET","10029","11E","11","01610","0023","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING   IN THE  BATHROOM  LOCATED AT APT 11E, 11th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","06/17/2026","06/17/2026","508","N","40.793419","-73.949089","111","8","1078840","1016100023","168","MN1101"
"18993763","804968","1","MANHATTAN","65","65","75","LASALLE STREET","10027","GRANT","87","4","1","MANHATTAN","75","LA SALLE STREET","10027","6B","6","01980","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT ALL WALLS AND CEILING   IN THE  BATHROOM  LOCATED AT APT 6B, 6th STORY, 5th APARTMENT FROM NORTH AT EAST","A","06/10/2026","06/10/2026","508","N","40.813207","-73.95826","109","7","1084119","1019800001","211","MN0901"
"19027333","955263","3","BROOKLYN","442","442","450","COLUMBIA STREET","11231","RED HOOK WEST","79","68","3","BROOKLYN","442","COLUMBIA STREET","11231","4D","4","00533","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH","C","06/24/2026","06/24/2026","569","N","40.676337","-74.006904","306","38","3326975","3005330001","85","BK0601"
"19027334","955263","3","BROOKLYN","442","442","450","COLUMBIA STREET","11231","RED HOOK WEST","79","68","3","BROOKLYN","442","COLUMBIA STREET","11231","4D","4","00533","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL   IN THE  2nd ROOM  FROM EAST LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH","C","06/24/2026","06/24/2026","508","N","40.676337","-74.006904","306","38","3326975","3005330001","85","BK0601"
"19000966","864052","1","MANHATTAN","310","298","310","EAST 115 STREET","10029","JEFFERSON","64","1","1","MANHATTAN","310","EAST 115 STREET","10029","2D","2","01684","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH AND SOUTH WALLS   IN THE  KITCHEN  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","B","06/12/2026","06/12/2026","508","N","40.79612","-73.937876","111","8","1081086","1016840001","180","MN1102"
"19000967","864052","1","MANHATTAN","310","298","310","EAST 115 STREET","10029","JEFFERSON","64","1","1","MANHATTAN","310","EAST 115 STREET","10029","2D","2","01684","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCK SET AND ASSEMBLY AT DOOR   IN THE  ENTRANCE  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","C","06/12/2026","06/12/2026","501","N","40.79612","-73.937876","111","8","1081086","1016840001","180","MN1102"
"19000968","864052","1","MANHATTAN","310","298","310","EAST 115 STREET","10029","JEFFERSON","64","1","1","MANHATTAN","310","EAST 115 STREET","10029","2D","2","01684","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","C","06/12/2026","06/12/2026","569","N","40.79612","-73.937876","111","8","1081086","1016840001","180","MN1102"
"19000969","864052","1","MANHATTAN","310","298","310","EAST 115 STREET","10029","JEFFERSON","64","1","1","MANHATTAN","310","EAST 115 STREET","10029","2D","2","01684","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL   IN THE  PRIVATE HALLWAY  LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST","B","06/12/2026","06/12/2026","508","N","40.79612","-73.937876","111","8","1081086","1016840001","180","MN1102"
"18956657","85560","2","BRONX","1700","1700","1700","HOE AVENUE","10460","HOE AVENUE-EAST 173RD STREET","215","14","2","BRONX","1700","HOE AVENUE","10460","6H","6","02990","0011","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE  3rd ROOM  FROM EAST LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST","B","05/26/2026","05/26/2026","502","N","40.836155","-73.887353","203","17","2010672","2029900011","161","BX0303"
"18956658","85560","2","BRONX","1700","1700","1700","HOE AVENUE","10460","HOE AVENUE-EAST 173RD STREET","215","14","2","BRONX","1700","HOE AVENUE","10460","6H","6","02990","0011","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE DOOR  IN THE  2nd ROOM  FROM EAST LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST","B","05/26/2026","05/26/2026","501","N","40.836155","-73.887353","203","17","2010672","2029900011","161","BX0303"
"18956659","85560","2","BRONX","1700","1700","1700","HOE AVENUE","10460","HOE AVENUE-EAST 173RD STREET","215","14","2","BRONX","1700","HOE AVENUE","10460","6H","6","02990","0011","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST","C","05/26/2026","05/26/2026","568","N","40.836155","-73.887353","203","17","2010672","2029900011","161","BX0303"
"18956660","85560","2","BRONX","1700","1700","1700","HOE AVENUE","10460","HOE AVENUE-EAST 173RD STREET","215","14","2","BRONX","1700","HOE AVENUE","10460","6H","6","02990","0011","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE  BATHROOM  LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST","B","05/26/2026","05/26/2026","508","N","40.836155","-73.887353","203","17","2010672","2029900011","161","BX0303"
"18956701","811322","4","QUEENS","50-30","50-30","50-38","BROADWAY","11377","WOODSIDE","33","45","4","QUEENS","50-30","BROADWAY","11377","6H","6","00736","0002","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD WALL AND BASE CABINETS  IN THE  KITCHEN  LOCATED AT APT 6H, 6th STORY, 1st APARTMENT FROM WEST AT NORTH","B","05/26/2026","05/26/2026","502","N","40.754835","-73.910212","401","26","4430991","4007360002","163","QN0104"
"18956702","811322","4","QUEENS","50-30","50-30","50-38","BROADWAY","11377","WOODSIDE","33","45","4","QUEENS","50-30","BROADWAY","11377","6H","6","00736","0002","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR NORTH EAST AND SOUTH WALLS  IN THE  KITCHEN  LOCATED AT APT 6H, 6th STORY, 1st APARTMENT FROM WEST AT NORTH","A","05/26/2026","05/26/2026","508","N","40.754835","-73.910212","401","26","4430991","4007360002","163","QN0104"
"18956703","811322","4","QUEENS","50-30","50-30","50-38","BROADWAY","11377","WOODSIDE","33","45","4","QUEENS","50-30","BROADWAY","11377","6H","6","00736","0002","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 6H, 6th STORY, 1st APARTMENT FROM WEST AT NORTH","C","05/26/2026","05/26/2026","568","N","40.754835","-73.910212","401","26","4430991","4007360002","163","QN0104"
"18956704","811322","4","QUEENS","50-30","50-30","50-38","BROADWAY","11377","WOODSIDE","33","45","4","QUEENS","50-30","BROADWAY","11377","6H","6","00736","0002","§ 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE  KITCHEN  LOCATED AT APT 6H, 6th STORY, 1st APARTMENT FROM WEST AT NORTH","A","05/26/2026","05/26/2026","502","N","40.754835","-73.910212","401","26","4430991","4007360002","163","QN0104"
"18956921","955127","1","MANHATTAN","1801","1801","1809","3 AVENUE","10029","WASHINGTON","62","7","1","MANHATTAN","1809","3 AVENUE","10029","2H","2","01649","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE  BATHROOM  LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","05/26/2026","05/26/2026","583","N","40.787778","-73.947432","111","8","1083464","1016490001","164","MN1101"
"18980918","812567","5","STATEN ISLAND","200","200","204","SCHMIDTS LANE","10314","TODT HILL","42","12","5","STATEN ISLAND","204","SCHMIDTS LANE","10314","1A","1","00706","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 30 SQ FT AT SOUTH WALL   IN THE  KITCHENETTE  LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST","C","06/05/2026","06/08/2026","550","Y","40.608911","-74.120388","502","49","5108961","5007060001","173","SI0203"
"18956922","955127","1","MANHATTAN","1801","1801","1809","3 AVENUE","10029","WASHINGTON","62","7","1","MANHATTAN","1809","3 AVENUE","10029","2H","2","01649","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE  BATHROOM  LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","05/26/2026","05/26/2026","508","N","40.787778","-73.947432","111","8","1083464","1016490001","164","MN1101"
"18956923","955127","1","MANHATTAN","1801","1801","1809","3 AVENUE","10029","WASHINGTON","62","7","1","MANHATTAN","1809","3 AVENUE","10029","2H","2","01649","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE  ENTIRE APARTMENT  LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","C","05/26/2026","05/26/2026","569","N","40.787778","-73.947432","111","8","1083464","1016490001","164","MN1101"
"18956924","955127","1","MANHATTAN","1801","1801","1809","3 AVENUE","10029","WASHINGTON","62","7","1","MANHATTAN","1809","3 AVENUE","10029","2H","2","01649","0001","§ 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT WASH BASIN   IN THE  BATHROOM  LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST","B","05/26/2026","05/26/2026","579","N","40.787778","-73.947432","111","8","1083464","1016490001","164","MN1101"
"18957176","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... GREATER THAN 10SQ FEET AT CEILING   IN THE  BATHROOM  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","550","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957177","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT ALL WALLS AND CEILING   IN THE  BATHROOM  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","C","05/26/2026","05/26/2026","508","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957178","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING EAST AND NORTH WALL  IN THE  BATHROOM  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","583","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957179","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH AND EAST WALLS   IN THE  1st ROOM  FROM NORTH LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","508","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957181","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE  KITCHEN  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","C","05/26/2026","05/26/2026","508","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957182","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH AND NORTH WALLS   IN THE  KITCHEN  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","508","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957184","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ROTTED LOWER WALL CABINET AT SOUTH WALL   IN THE  KITCHEN  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","501","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957185","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST NORTH AND SOUTH WALLS  IN THE  PRIVATE HALLWAY  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","508","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957186","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH SOUTH AND EAST WALLS AND CEILING IN CLOSET AT EAST WALL   IN THE  PRIVATE HALLWAY  LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","C","05/26/2026","05/26/2026","508","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957187","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002","6D","6","00323","0001","§ 27-2005 HMC: REFIT… CLOSET DOOR AT WEST WALL  IN THE  1st ROOM  FROM NORTH LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","05/26/2026","05/26/2026","529","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18957188","804780","1","MANHATTAN","549","549","555","FRANKLIN D ROOSEVELT DRIVE","10002","BARUCH","60","6","1","MANHATTAN","549","FDR DRIVE","10002",,"1","00323","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE GLASS PANE (1 LITE) AT ENTRANCE DOOR TO BUILDING  , 1st STORY","C","05/26/2026","05/26/2026","501","N","40.716345","-73.975979","103","2","1078029","1003230001","1002","MN0302"
"18964793","6630","1","MANHATTAN","152","152","156","AVENUE D","10009","RIIS","18","1","1","MANHATTAN","152","AVENUE D","10009","3A","3","00367","0001","§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE BASE CABINET AT WEST WALL   IN THE  KITCHEN  LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST","B","05/29/2026","06/01/2026","501","N","40.725076","-73.975009","103","2","1077543","1003670001","24","MN0303"
"18998718","820568","1","MANHATTAN","95","95","105","BARUCH DRIVE","10002","BARUCH","60","19","1","MANHATTAN","105","BARUCH DRIVE","10002","11E","11","00323","0001","§ 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION  WASTE LINE AT WASH BASIN   IN THE  BATHROOM  LOCATED AT APT 11E, 11th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","06/11/2026","06/11/2026","598","N","40.7185","-73.977551","103","2","1078035","1003230001","1002","MN0302"
"18998719","820568","1","MANHATTAN","95","95","105","BARUCH DRIVE","10002","BARUCH","60","19","1","MANHATTAN","105","BARUCH DRIVE","10002","11E","11","00323","0001","§ 27-2005 HMC: REFIT… DOOR   IN THE  ENTRANCE  LOCATED AT APT 11E, 11th STORY, 1st APARTMENT FROM EAST AT SOUTH","B","06/11/2026","06/11/2026","529","N","40.7185","-73.977551","103","2","1078035","1003230001","1002","MN0302"
"19054192","115247","2","BRONX","680","680","690","TINTON AVENUE","10455","ADAMS","118","6","2","BRONX","680","TINTON AVENUE","10455","13F","13","02665","0001","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CLOSET ON EAST WALL  IN THE  4th ROOM  FROM EAST AT NORTH LOCATED AT APT 13F, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ""west""","B","07/06/2026","07/06/2026","508","N","40.816181","-73.90514","201","8","2091987","2026650001","79","BX0102"
"19054195","115247","2","BRONX","680","680","690","TINTON AVENUE","10455","ADAMS","118","6","2","BRONX","680","TINTON AVENUE","10455","13F","13","02665","0001","HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE  ENTIRE APARTMENT  LOCATED AT APT 13F, 13th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ""west""","C","07/06/2026","07/06/2026","568","N","40.816181","-73.90514","201","8","2091987","2026650001","79","BX0102"
"18971165","812061","4","QUEENS","35-05","35-05","35-21","21 STREET","11106","RAVENSWOOD","48","13","4","QUEENS","35-05","21ST STREET","11106","5H","5","00335","0002","§ 27-2005 HMC: REFIT… ENTRANCE DOOR   IN THE  BATHROOM  LOCATED AT APT 5H, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST","A","06/01/2026","06/01/2026","529","N","40.761285","-73.935439","401","26","4430704","4003350002","47","QN0105"
"18971166","812061","4","QUEENS","35-05","35-05","35-21","21 STREET","11106","RAVENSWOOD","48","13","4","QUEENS","35-05","21ST STREET","11106","5H","5","00335","0002","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL   IN THE  PRIVATE HALLWAY  LOCATED AT APT 5H, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST","B","06/01/2026","06/01/2026","508","N","40.761285","-73.935439","401","26","4430704","4003350002","47","QN0105"
"18971167","812061","4","QUEENS","35-05","35-05","35-21","21 STREET","11106","RAVENSWOOD","48","13","4","QUEENS","35-05","21ST STREET","11106","5H","5","00335","0002","§ 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WEST WALL WITHIN SINK BASE CABINET   IN THE  KITCHEN  LOCATED AT APT 5H, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST","A","06/01/2026","06/01/2026","508","N","40.761285","-73.935439","401","26","4430704","4003350002","47","QN0105"
"18971168","812061","4","QUEENS","35-05","35-05","35-21","21 STREET","11106","RAVENSWOOD","48","13","4","QUEENS","35-05","21ST STREET","11106","5H","5","00335","0002","§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK EAST WALL   IN THE  BATHROOM  LOCATED AT APT 5H, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST","A","06/01/2026","06/01/2026","583","N","40.761285","-73.935439","401","26","4430704","4003350002","47","QN0105"
